"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","abund_gini","long_count","max_geneDist","genomic_range","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"GPBP1","+",31,22,35,30,2,2,0.225733634311512,0.595238095238095,0.101960784313725,2,103492,288258,0.0840598357219181,FALSE,TRUE,TRUE,FALSE,NA
"GPBP1L1","-",60,32,116,75,4,4,0.149925037481259,1.15273775216138,0.151936715766503,2,874,58078,0.107541995566606,FALSE,TRUE,TRUE,FALSE,NA
"GPC1","+",1,0,1,0,1,0,0.0412541254125412,0,0,0,3248,240471327,1,FALSE,FALSE,FALSE,FALSE,NA
"GPC2","-",3,0,3,0,1,0,0.0363636363636364,0,0,0,0,100174973,1,FALSE,FALSE,FALSE,FALSE,NA
"GPC3","-",18,12,21,16,2,2,0.114810562571757,0.746268656716418,0.0972222222222223,1,79003,569696,0.746307607602766,TRUE,FALSE,TRUE,FALSE,NA
"GPC4","-",5,3,5,3,1,1,0.0499001996007984,0.29940119760479,0,1,46744,190030,1,FALSE,FALSE,FALSE,FALSE,NA
"GPC5","+",17,12,18,17,1,1,0.117924528301887,0.980392156862745,-0.000000000000000888178419700125,1,71067,1534851,0.181141042382035,TRUE,FALSE,TRUE,FALSE,NA
"GPC6","+",36,15,50,25,3,19,0.137362637362637,0.537634408602151,0.440851063829787,1,43793,1238211,0.152475561570752,FALSE,TRUE,TRUE,FALSE,NA
"GPCPD1","-",69,29,120,59,4,2,0.136798905608755,1.16279069767442,0.103212749810272,2,66876,147592,0.0540032689190524,FALSE,TRUE,TRUE,FALSE,NA
"GPD1","+",1,0,1,0,1,0,0.161290322580645,0,0,0,0,50108946,1,FALSE,FALSE,FALSE,FALSE,NA
"GPD1L","+",5,5,6,6,1,3,0.137362637362637,0.278551532033426,0.208333333333333,1,6565,46967,1,FALSE,TRUE,TRUE,FALSE,NA
"GPD2","+",58,16,87,23,4,2,0.289435600578871,7.69230769230769,0.0730434782608693,2,316813,514071,0.635394023279423,FALSE,FALSE,TRUE,FALSE,NA
"GPHA2","-",0,1,0,1,0,1,0,0.0178475816526861,0,1,0,64934663,1,FALSE,FALSE,TRUE,FALSE,NA
"GPHB5","-",0,1,0,1,0,1,0,0.847457627118644,0,1,15753,63334633,1,FALSE,FALSE,FALSE,FALSE,NA
"GPHN","+",42,24,57,42,3,3,0.253164556962025,1.06007067137809,0.0817805383022776,2,0,668095,0.0139753968727091,TRUE,FALSE,TRUE,FALSE,NA
"GPI","+",9,5,10,6,2,3,0.0619578686493185,0.288184438040346,0.208333333333333,1,725,37565,1,FALSE,FALSE,TRUE,FALSE,NA
"GPIHBP1","+",2,4,2,4,1,1,0.0193610842207164,0.520833333333333,0,1,22480,33245,0.466666666666667,FALSE,FALSE,FALSE,FALSE,NA
"GPKOW","-",14,1,16,1,2,1,0.137362637362637,0.0141964792731403,0,1,13506,28358,0.411764705882353,FALSE,FALSE,FALSE,FALSE,NA
"GPLD1","-",5,4,5,5,1,1,0.0544365813826892,0.552486187845304,0,1,926,51578,1,FALSE,FALSE,TRUE,FALSE,NA
"GPM6A","-",6,4,6,6,1,1,0.0628535512256442,0.352112676056338,0,1,164635,551671,1,FALSE,FALSE,TRUE,FALSE,NA
"GPM6B","-",5,6,5,6,1,1,0.0943396226415094,0.294985250737463,0,1,11117,178763,0.454545454545455,FALSE,FALSE,TRUE,FALSE,NA
"GPN1","+",35,7,48,16,2,63,0.0887311446317657,1.81660899653979,0.747844827586207,3,0,19784,0.0844017372629347,FALSE,TRUE,TRUE,FALSE,NA
"GPN2","-",5,3,5,3,2,1,0.0619578686493185,0.229885057471264,0,1,3709,12648,1,FALSE,FALSE,TRUE,FALSE,NA
"GPN3","-",2,5,2,6,1,1,0.00879352796341892,0.146842878120411,0,1,184,9780,0.464285714285714,FALSE,FALSE,TRUE,FALSE,NA
"GPNMB","+",3,2,4,2,1,1,0.0505050505050505,0.318471337579618,0,1,17095,53413,1,TRUE,FALSE,FALSE,FALSE,NA
"GPR1","-",1,3,1,3,1,1,0.0239520958083832,0.359712230215827,0,1,1230,36482,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR1-AS","+",3,1,3,1,1,1,0.0236350744504845,0.126103404791929,0,1,3586,41216,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR101","-",3,5,4,5,1,1,0.0396510705789056,0.225733634311512,0,1,262148,324420,0.523809523809524,FALSE,FALSE,FALSE,FALSE,NA
"GPR107","+",47,14,63,23,3,3,0.146520146520147,0.684931506849315,0.176911544227886,2,4228,90123,0.330753006662063,FALSE,FALSE,TRUE,FALSE,NA
"GPR108","-",1,0,1,0,1,0,0.00879352796341892,0,0,0,0,6729975,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR12","-",2,0,2,0,1,0,0.0305343511450382,0,0,0,150936,26911722,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR132","-",23,9,27,9,3,29,0.110314396028682,24.5762711864407,0.672514619883041,1,12520,28075,0.686809756822189,FALSE,TRUE,TRUE,FALSE,NA
"GPR135","-",3,2,3,2,1,1,0.0361925443358668,0.0226963231956423,0,1,34149,21857,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR137","+",1,0,1,0,1,0,0.00879352796341892,0,0,0,0,64287413,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR137B","+",5,2,5,3,1,1,0.0397930760047752,0.352112676056338,0,1,6090,74956,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR137C","+",2,3,3,3,1,1,0.0376506024096386,0.116144018583043,0,1,0,47178,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR139","-",4,2,5,3,1,1,0.0920810313075506,0.134952766531714,0,1,107059,209378,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR141","+",2,0,2,0,2,0,0.0861697544161999,0,0,0,46845,37682050,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR142","+",0,1,0,1,0,1,0,0.127226463104326,0,1,28106,74400707,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR149","-",5,0,5,0,1,0,0.105932203389831,0,0,0,290358,154720074,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR15","+",23,9,23,12,4,1,0.201005025125628,0.0973709834469328,0,1,21563,28509,0.162919116478627,FALSE,FALSE,FALSE,FALSE,NA
"GPR150","+",4,3,4,3,1,3,0.07627765064836,0.45662100456621,0.266666666666667,1,7449,14317,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR151","-",0,3,0,3,0,1,0,0.126103404791929,0,1,14456,146530570,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR152","-",4,0,4,0,2,0,0.0155424308361828,0,0,0,3412,67451896,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR153","-",1,0,1,0,1,0,0.0291970802919708,0,0,0,0,6247625,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR155","-",14,11,14,12,2,1,0.0943396226415094,0.352112676056338,0,1,6276,61670,0.701494144568583,FALSE,FALSE,TRUE,FALSE,NA
"GPR156","-",2,4,2,4,1,1,0.0220994475138122,0.694444444444444,0,1,30051,109776,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR157","-",3,1,3,2,1,2,0.018628912071535,0.304878048780488,0.166666666666667,1,10073,24678,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR158","+",4,2,5,2,2,1,0.0427715996578272,0.352112676056338,0,1,0,359858,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR160","+",11,2,11,2,1,1,0.0493096646942801,0.226757369614512,0,1,18108,66509,0.461538461538462,FALSE,FALSE,FALSE,FALSE,NA
"GPR161","-",2,1,2,1,1,1,0.0305343511450382,1.81818181818182,0,1,15663,40566,1,TRUE,FALSE,FALSE,FALSE,NA
"GPR173","+",2,2,2,2,1,1,0.102564102564103,0.352112676056338,0,1,18124,23300,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR174","+",73,33,154,68,3,5,0.172711571675302,1.19047619047619,0.183994528043776,3,96862,190414,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR176","-",4,0,4,0,1,0,0.0443655723158829,0,0,0,0,39889236,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR180","+",21,15,26,22,2,2,0.0572573718866304,0.813008130081301,0.103636363636364,1,33779,69145,0.368081438747977,FALSE,FALSE,TRUE,FALSE,NA
"GPR182","+",0,1,0,1,0,2,0,0.0861326442721792,0,1,13438,56981131,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR19","-",6,2,6,3,1,3,0.0491883915395967,0.0462748727441,0.266666666666667,1,6574,37965,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR26","+",4,3,4,3,1,1,0.136798905608755,3.33333333333333,0,1,173273,218996,0.142857142857143,FALSE,FALSE,FALSE,FALSE,NA
"GPR3","+",1,0,1,0,1,0,0.024390243902439,0,0,0,4553,27388089,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR31","-",1,1,1,1,1,2,0.0302571860816944,0.0552181115405853,0,1,4863,8702,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR32","+",0,3,0,3,0,1,0,0.29585798816568,0,1,17319,50766508,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR33","-",1,0,1,0,1,0,0.029603315571344,0,0,0,21819,31509765,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR35","+",18,7,21,7,2,3,0.07627765064836,1.17647058823529,0.228571428571428,1,0,12252,0.409961685823755,FALSE,FALSE,TRUE,FALSE,NA
"GPR37","-",0,1,0,1,0,1,0,0.00634034998731929,0,1,52610,124691273,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR39","+",1,0,1,0,1,0,0.0305343511450382,0,0,0,1843,132414729,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR4","-",1,1,1,1,1,1,0.0229673863114377,0.00729554242357919,0,1,3462,7528,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR42","+",2,0,2,0,1,0,0.0722543352601156,0,0,0,3634,35376088,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR45","+",0,2,0,2,0,1,0,0.561797752808989,0,1,44693,105232647,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR50","+",1,1,1,1,1,1,0.0723589001447178,2.27272727272727,0,1,71808,50931,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR55","-",9,3,10,5,1,2,0.0409668168783286,0.0395882818685669,0.133333333333334,1,23875,32292,1,FALSE,FALSE,TRUE,FALSE,NA
"GPR6","+",1,0,1,0,1,0,0.253164556962025,0,0,0,7023,109987744,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR63","-",4,2,4,2,1,1,0.0305343511450382,0.0848896434634974,0,1,23126,60362,1,FALSE,FALSE,FALSE,FALSE,NA
"GPR65","+",20,12,23,17,1,1,0.17636684303351,0.571428571428571,-0.000000000000000888178419700125,1,5005,15395,0.19910611390033,FALSE,FALSE,TRUE,FALSE,NA
"GPR68","-",1,2,1,2,1,1,0.0125454773554134,0.332225913621262,0,1,0,13119,0.333333333333333,TRUE,FALSE,TRUE,FALSE,NA
"GPR75-ASB3","-",13,8,13,11,2,1,0.097181729834791,0.26246719160105,0.000000000000000444089209850063,1,0,59771,1,FALSE,TRUE,TRUE,FALSE,NA
"GPR89A","+",15,5,15,6,1,2,0.0943396226415094,0.552486187845304,0.166666666666667,1,161,56374,0.146174259177355,FALSE,TRUE,TRUE,FALSE,NA
"GPR89B","+",13,12,13,12,1,1,0.0491883915395967,0.552486187845304,0,1,8425,73353,0.695097590523624,FALSE,FALSE,TRUE,FALSE,NA
"GPRC5B","-",4,2,4,2,1,1,0.0627352572145546,0.230414746543779,0,1,62476,79938,0.466666666666667,FALSE,FALSE,TRUE,FALSE,NA
"GPRC5C","+",0,3,0,3,0,1,0,0.288184438040346,0,1,21941,74436979,1,FALSE,FALSE,TRUE,FALSE,NA
"GPRC5D-AS1","*",4,4,4,4,1,1,0.0443655723158829,0.91743119266055,0,1,0,81465,1,FALSE,FALSE,FALSE,FALSE,NA
"GPRC6A","-",1,2,1,2,1,1,0.0082904990880451,0.230414746543779,0,1,14852,55607,1,FALSE,FALSE,FALSE,FALSE,NA
"GPRIN2","-",3,1,3,1,1,1,0.0732600732600733,0.318471337579618,0,1,27869,50532,1,FALSE,FALSE,FALSE,FALSE,NA
"GPRIN3","-",67,25,100,36,2,3,0.128949065119278,1.52671755725191,0.144056847545221,1,198975,301084,0.437005250418929,FALSE,TRUE,TRUE,FALSE,NA
"GPS1","+",20,2,21,2,2,1,0.0931098696461825,0.0276090557702927,0,1,0,4247,1,FALSE,FALSE,TRUE,FALSE,NA
"GPS2","-",3,3,5,3,1,1,0.0295508274231678,0.862068965517241,0,1,42,1342,1,FALSE,FALSE,TRUE,FALSE,NA
"GPSM1","+",9,5,11,6,4,1,0.0734888848061731,0.657894736842105,0,1,1085,30429,1,FALSE,FALSE,TRUE,FALSE,NA
"GPSM2","+",3,3,3,3,1,2,0.114810562571757,0.067842605156038,0.166666666666667,1,1094,57752,1,FALSE,FALSE,TRUE,FALSE,NA
"GPSM3","-",3,3,3,4,1,2,0.0366032210834553,0.325732899022801,0.15,1,268,3749,1,FALSE,TRUE,TRUE,FALSE,NA
"GPT","+",17,7,19,10,3,1,0.125470514429109,0.398406374501992,0,1,895,4814,0.708945527236382,FALSE,FALSE,TRUE,FALSE,NA
"GPT2","+",4,2,4,2,1,1,0.161290322580645,0.251889168765743,0,1,18688,71522,1,FALSE,FALSE,FALSE,FALSE,NA
"GPX1","-",1,1,1,1,1,1,0.0225682690137666,0.217864923747277,0,1,658,366,1,TRUE,FALSE,FALSE,FALSE,NA
"GPX3","+",1,0,1,0,1,0,0.0155183116076971,0,0,0,0,151026285,1,FALSE,FALSE,FALSE,FALSE,NA
"GPX4","+",11,5,11,7,3,2,0.217076700434153,1,0.107142857142857,1,3808,6990,0.34984520123839,FALSE,FALSE,TRUE,FALSE,NA
"GPX6","-",2,1,2,1,1,1,0.0443655723158829,0.102040816326531,0,1,3729,13619,1,FALSE,FALSE,TRUE,FALSE,NA
"GPX7","+",4,1,4,1,1,1,0.0676132521974307,0.0442673749446658,0,1,24401,42016,1,FALSE,FALSE,FALSE,FALSE,NA
"GRAMD1A","+",56,21,96,35,5,2,0.251509054325956,0.91743119266055,0.0509652509652501,2,13548,42448,0.432667011317607,FALSE,FALSE,TRUE,FALSE,NA
"GRAMD1B","+",9,8,11,8,2,1,0.0366032210834553,1,0,1,36795,142481,0.657696276891323,FALSE,FALSE,FALSE,FALSE,NA
"GRAMD1C","+",7,3,7,4,1,1,0.0822368421052631,0.561797752808989,0,1,0,102335,1,FALSE,FALSE,TRUE,FALSE,NA
"GRAMD2A","*",1,0,1,0,1,0,0.0182116190129302,0,0,0,0,72193463,1,FALSE,FALSE,FALSE,FALSE,NA
"GRAMD2B","*",25,11,34,17,2,2,0.118483412322275,0.421940928270042,0.0522875816993471,1,9994,132317,1,FALSE,FALSE,FALSE,FALSE,NA
"GRAMD4","+",4,1,4,1,1,1,0.0409668168783286,0.336700336700337,0,1,39242,90536,1,FALSE,FALSE,FALSE,FALSE,NA
"GRAP","-",0,1,0,1,0,1,0,0.0345184673800483,0,1,0,19038351,1,FALSE,FALSE,FALSE,FALSE,NA
"GRAP2","+",87,35,190,69,3,4,0.383141762452107,0.552486187845304,0.105908584169452,2,9709,85548,0.574765431231396,FALSE,TRUE,TRUE,FALSE,NA
"GRASP","+",2,0,2,0,1,0,0.0193610842207164,0,0,0,0,52015699,1,FALSE,FALSE,FALSE,FALSE,NA
"GRB10","-",11,13,12,15,2,3,0.485436893203883,9.09090909090909,0.148148148148148,1,109640,300710,0.25756046125544,TRUE,FALSE,TRUE,FALSE,NA
"GRB14","-",12,6,14,7,2,1,0.0597014925373134,2.08333333333333,0,1,264120,413476,0.642414860681115,FALSE,FALSE,TRUE,FALSE,NA
"GRB2","-",111,50,369,218,6,44,0.549450549450549,4.41176470588235,0.25442064294689,3,14105,99300,0.670749713472459,TRUE,TRUE,TRUE,FALSE,NA
"GRB7","+",1,2,1,2,1,1,0.0430848772080999,0.448430493273543,0,1,701,10381,1,FALSE,FALSE,FALSE,FALSE,NA
"GREB1","+",2,2,2,2,1,1,0.0134879956838414,0.364963503649635,0,1,4485,71150,1,FALSE,FALSE,FALSE,FALSE,NA
"GREB1L","+",9,12,10,14,1,1,0.363636363636364,50,0,1,59837,343853,0.673352178399964,FALSE,FALSE,TRUE,FALSE,NA
"GREM1","+",1,0,1,0,1,0,0.0727802037845706,0,0,0,12786,32747456,1,TRUE,FALSE,FALSE,FALSE,NA
"GREM2","-",12,5,14,5,1,6,0.253164556962025,4,0.4,1,50726,156869,1,FALSE,FALSE,TRUE,FALSE,NA
"GRHL1","+",4,2,4,2,2,1,0.128949065119278,0.352112676056338,0,1,3951,45172,1,FALSE,FALSE,TRUE,FALSE,NA
"GRHL2","+",2,7,2,7,1,1,0.0674763832658569,0.128205128205128,0,1,55791,185587,1,FALSE,FALSE,FALSE,FALSE,NA
"GRHL3","+",2,0,2,0,1,0,0.0295508274231678,0,0,0,51112,24314398,1,FALSE,FALSE,FALSE,FALSE,NA
"GRHPR","+",2,1,2,1,1,1,0.016739203213927,0.352112676056338,0,1,16940,31229,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"GRIA1","+",10,7,11,7,2,1,0.102564102564103,0.5,0,1,148462,495639,0.332202111613876,FALSE,FALSE,FALSE,FALSE,NA
"GRIA2","+",2,1,2,2,1,1,0.0366032210834553,0.0251635631605435,0,1,13685,166948,1,FALSE,FALSE,TRUE,FALSE,NA
"GRIA3","+",6,11,6,12,2,1,0.106951871657754,1.53846153846154,0,1,902499,1194177,1,FALSE,FALSE,TRUE,FALSE,NA
"GRIA4","+",2,6,2,6,1,1,0.0871839581517001,3.2258064516129,0,1,160341,515191,1,FALSE,FALSE,TRUE,FALSE,NA
"GRID1","-",2,7,2,8,1,1,0.106044538706257,0.574712643678161,0,1,0,367990,1,FALSE,FALSE,TRUE,FALSE,NA
"GRID1-AS1","+",2,2,2,2,1,1,0.172413793103448,0.0178475816526861,0,1,0,7091,1,FALSE,FALSE,TRUE,FALSE,NA
"GRID2","+",9,9,9,10,1,1,0.137362637362637,4,0,1,24911,1371458,0.649916646820672,FALSE,FALSE,TRUE,FALSE,NA
"GRID2IP","-",0,2,0,2,0,1,0,0.641025641025641,0,1,0,6550573,1,FALSE,FALSE,FALSE,FALSE,NA
"GRIFIN","-",1,0,1,0,1,0,0.0627352572145546,0,0,0,908,2477292,1,FALSE,FALSE,FALSE,FALSE,NA
"GRIK1","-",15,8,15,8,1,3,0.253164556962025,1.11111111111111,0.175,1,11646,380256,0.399784627809934,FALSE,FALSE,TRUE,FALSE,NA
"GRIK2","+",14,12,15,14,2,1,0.0499251123315027,0.892857142857143,0,1,1326233,2209689,0.699850074962519,FALSE,FALSE,TRUE,FALSE,NA
"GRIK3","-",1,6,1,6,1,1,0.0183722212015433,0.840336134453782,0,1,133894,217641,0.285714285714286,FALSE,FALSE,FALSE,FALSE,NA
"GRIK4","+",4,7,4,8,1,1,0.0732600732600733,0.72992700729927,0,1,0,408780,0.575757575757576,FALSE,FALSE,TRUE,FALSE,NA
"GRIK5","-",8,2,8,2,3,1,0.0600600600600601,0.436681222707424,0,1,0,56856,1,FALSE,FALSE,FALSE,FALSE,NA
"GRIN1","+",6,4,8,4,2,2,0.128040973111396,0.0440917107583774,0.15,1,11944,7612,0.222222222222222,FALSE,FALSE,FALSE,FALSE,NA
"GRIN2A","-",6,6,6,6,1,2,0.0434593654932638,0.943396226415094,0.119047619047619,1,59677,533271,1,FALSE,FALSE,TRUE,FALSE,NA
"GRIN2B","-",4,7,4,8,1,1,0.0558347292015634,0.943396226415094,0,1,185600,454624,0.575757575757576,FALSE,FALSE,TRUE,FALSE,NA
"GRIN2D","+",3,3,3,3,1,1,0.03003003003003,0.227272727272727,0,1,0,21345,0.4,TRUE,FALSE,FALSE,FALSE,NA
"GRIN3A","-",13,13,14,17,1,4,0.112866817155756,8.33333333333333,0.270152505446623,1,388013,551656,0.716841341638179,FALSE,FALSE,TRUE,FALSE,NA
"GRIN3B","+",1,1,1,1,1,1,0.0366032210834553,0.00710176834031673,0,1,0,1583,1,FALSE,FALSE,TRUE,FALSE,NA
"GRINA","+",22,11,24,16,2,1,0.0931098696461825,1.81818181818182,0,1,9464,14595,0.751316741739705,FALSE,FALSE,TRUE,FALSE,NA
"GRIP1","-",21,14,23,19,2,3,0.0931098696461825,0.72992700729927,0.151029748283753,1,196256,527112,0.748332542640581,FALSE,FALSE,TRUE,FALSE,NA
"GRIP2","-",1,0,1,0,1,0,0.0183722212015433,0,0,0,0,14493333,1,FALSE,FALSE,FALSE,FALSE,NA
"GRIPAP1","-",23,8,32,14,2,1,0.0922509225092251,0.318471337579618,0,1,11120,39847,0.10750852951647,FALSE,FALSE,TRUE,FALSE,NA
"GRK1","+",2,1,2,1,1,3,0.0430848772080999,0.378310214375788,0,1,3788,14868,1,FALSE,FALSE,FALSE,FALSE,NA
"GRK2","+",52,18,84,30,3,2,0.17636684303351,0.555555555555556,0.0583333333333336,3,1817,23030,1,FALSE,FALSE,TRUE,FALSE,NA
"GRK3","+",22,11,31,16,2,4,0.112866817155756,3.03030303030303,0.181249999999999,1,40082,206729,0.121870575690829,FALSE,TRUE,TRUE,FALSE,NA
"GRK4","+",6,4,11,4,1,1,0.0627352572145546,0.684931506849315,0,1,5100,70667,0.604395604395604,FALSE,FALSE,FALSE,FALSE,NA
"GRK5","+",17,6,20,8,1,1,0.0412541254125412,0.574712643678161,0,1,11659,218839,0.221256038647343,FALSE,FALSE,TRUE,FALSE,NA
"GRK6","+",36,15,50,21,3,4,0.110314396028682,1.32890365448505,0.253968253968254,3,7496,22871,0.0706713557131541,FALSE,TRUE,TRUE,FALSE,NA
"GRK7","+",3,0,4,0,1,0,0.137362637362637,0,0,0,15585,141832636,1,FALSE,FALSE,FALSE,FALSE,NA
"GRM1","+",3,3,3,3,1,1,0.0640204865556978,0.819672131147541,0,1,0,277716,0.1,FALSE,FALSE,TRUE,FALSE,NA
"GRM2","+",16,10,22,10,2,2,0.235849056603774,0.561797752808989,0.081818181818182,1,29807,25392,0.0623361706243652,FALSE,FALSE,FALSE,FALSE,NA
"GRM3","+",5,7,5,8,1,1,0.0293255131964809,0.37593984962406,0,1,572185,763111,0.292929292929293,FALSE,FALSE,FALSE,FALSE,NA
"GRM4","-",4,4,4,4,2,2,0.0920810313075506,0.0356951633053721,0.15,1,32318,62809,1,FALSE,FALSE,FALSE,FALSE,NA
"GRM5","-",42,21,52,32,2,13,0.172413793103448,2.63157894736842,0.309895833333334,2,30155,565083,0.822410008570815,FALSE,FALSE,TRUE,FALSE,NA
"GRM5-AS1","+",6,1,6,1,2,1,0.0727802037845706,0.0452488687782805,0,1,82924,79911,0.428571428571429,FALSE,FALSE,FALSE,FALSE,NA
"GRM7","+",11,8,12,10,2,1,0.0506713959969597,0.465116279069767,0,1,101347,1001647,0.391283638961657,FALSE,FALSE,TRUE,FALSE,NA
"GRM7-AS3","-",11,10,12,10,1,1,0.0412541254125412,0.440528634361234,0,1,685710,866914,0.042731262545504,FALSE,FALSE,TRUE,FALSE,NA
"GRM8","-",12,11,12,12,1,3,0.0722543352601156,0.970873786407767,0.130952380952381,2,521235,1379466,1,FALSE,FALSE,TRUE,FALSE,NA
"GRPEL1","-",6,2,7,2,1,2,0.106044538706257,0.177147918511957,0.166666666666667,1,243,7802,0.416666666666667,FALSE,FALSE,TRUE,FALSE,NA
"GRPEL2","+",4,2,4,2,1,1,0.0293255131964809,0.0249128051818635,0,1,0,5947,0.333333333333333,FALSE,FALSE,TRUE,FALSE,NA
"GRPR","+",2,2,2,2,1,1,0.0427715996578272,0.099403578528827,0,1,88567,107625,1,TRUE,FALSE,FALSE,FALSE,NA
"GRSF1","-",8,6,8,8,1,23,0.0627352572145546,0.316312697695436,0.640151515151515,1,30702,53591,0.282051282051282,FALSE,TRUE,TRUE,FALSE,NA
"GRTP1","-",1,2,1,2,1,1,0.0135906496330525,0.91743119266055,0,1,4367,31300,1,FALSE,FALSE,FALSE,FALSE,NA
"GRWD1","+",19,7,22,14,2,2,0.111234705228031,0.673400673400673,0.0619047619047617,1,0,6052,0.0110612372498128,FALSE,FALSE,TRUE,FALSE,NA
"GRXCR1","+",7,3,7,3,2,1,0.225733634311512,0.595238095238095,0,1,178653,346986,1,FALSE,FALSE,TRUE,FALSE,NA
"GS1-124K5.11","-",16,7,17,8,2,3,0.235849056603774,0.641025641025641,0.215909090909091,2,1650,60901,1,FALSE,FALSE,TRUE,FALSE,NA
"GS1-124K5.4","+",7,4,7,5,1,1,0.0379218809252939,0.069589422407794,0,1,45953,41087,0.575757575757576,FALSE,FALSE,FALSE,FALSE,NA
"GS1-24F4.2","+",0,1,0,1,0,1,0,0.0835421888053467,0,1,2660,6845115,1,FALSE,FALSE,FALSE,FALSE,NA
"GS1-279B7.1","-",12,8,12,9,2,3,0.0727802037845706,0.804289544235925,0.161616161616161,1,110645,122641,1,FALSE,FALSE,FALSE,FALSE,NA
"GSAP","-",8,8,10,9,1,1,0.0922509225092251,0.0952380952380952,0,1,1417,100129,0.649916646820672,FALSE,FALSE,TRUE,FALSE,NA
"GSC","-",3,0,3,0,1,0,0.0858369098712446,0,0,0,60160,94765968,1,FALSE,FALSE,FALSE,FALSE,NA
"GSDMA","+",2,2,2,2,1,1,0.0363636363636364,0.342465753424658,0,1,0,6205,1,TRUE,FALSE,TRUE,FALSE,NA
"GSDMB","-",12,10,15,13,3,1,0.184162062615101,0.332225913621262,0,1,12503,24917,0.245810177617958,FALSE,FALSE,TRUE,FALSE,NA
"GSDMC","-",1,0,1,0,1,0,0.0309789343246592,0,0,0,25100,129723094,1,FALSE,FALSE,FALSE,FALSE,NA
"GSDMD","+",19,1,25,1,2,1,0.117096018735363,0.088809946714032,0,1,3493,14728,0.37037037037037,FALSE,FALSE,TRUE,FALSE,NA
"GSDME","*",0,1,0,1,0,1,0,0.239808153477218,0,1,0,24699580,1,FALSE,FALSE,FALSE,FALSE,NA
"GSE1","+",7,6,7,8,3,2,0.172413793103448,0.332225913621262,0.0972222222222223,2,144574,208317,1,TRUE,FALSE,FALSE,FALSE,NA
"GSG1","-",0,2,0,2,0,1,0,0.0336813742000674,0,1,24451,13128148,1,FALSE,FALSE,FALSE,FALSE,NA
"GSG1L","-",3,6,3,7,1,2,0.0376506024096386,0.432900432900433,0.107142857142857,1,0,225795,1,FALSE,FALSE,TRUE,FALSE,NA
"GSG1L2","-",0,1,0,1,0,1,0,0.29940119760479,0,1,0,9818650,1,FALSE,FALSE,FALSE,FALSE,NA
"GSK3A","-",19,9,25,12,2,2,0.0512295081967213,0.510204081632653,0.112820512820513,1,1274,14066,0.49462031553244,FALSE,TRUE,TRUE,FALSE,NA
"GSK3B","-",57,30,92,66,2,22,1.0989010989011,0.510204081632653,0.30705009276438,3,30815,299777,0.108347804110397,TRUE,TRUE,TRUE,FALSE,NA
"GSKIP","+",8,1,9,1,1,1,0.0505050505050505,0.0271517784414879,0,1,0,17463,1,FALSE,FALSE,FALSE,FALSE,NA
"GSN","+",2,4,2,4,1,1,0.137362637362637,0.357142857142857,0,1,0,105489,0.466666666666667,TRUE,FALSE,FALSE,FALSE,NA
"GSPT1","-",41,20,59,38,3,3,0.192061459667093,0.552486187845304,0.0699614890885751,2,7443,60594,1,TRUE,FALSE,TRUE,FALSE,NA
