"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","abund_gini","long_count","max_geneDist","genomic_range","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"LINC02298","*",2,0,2,0,1,0,0.073909830007391,0,0,0,8884,105104683,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02299","*",1,2,1,2,1,1,0.0305343511450382,0.245700245700246,0,1,68808,95249,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02301","*",13,11,13,13,1,1,0.172413793103448,1.2987012987013,0,1,1190640,1437285,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02302","*",7,1,7,1,1,1,0.0922509225092251,0.00634034998731929,0,1,107820,190940,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02303","*",4,4,4,5,1,1,0.0305343511450382,0.555555555555556,0,1,199164,233863,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02304","*",7,2,7,2,1,1,0.0943396226415094,0.274725274725275,0,1,143011,159202,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02311","*",3,3,3,3,1,1,0.0366032210834553,3.33333333333333,0,1,251282,304181,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02312","*",11,10,12,11,4,1,0.250941028858218,0.352112676056338,0.000000000000000444089209850063,1,31088,64629,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02313","*",4,1,4,1,2,1,0.164473684210526,0.00729554242357919,0,1,36875,38469,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02314","*",1,3,1,3,1,1,0.0644745325596389,0.555555555555556,0,1,49693,49278,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02315","*",15,12,20,15,4,2,0.0628535512256442,0.790513833992095,0.101960784313725,2,692311,1091880,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02317","*",0,2,0,2,0,1,0,0.571428571428571,0,1,14776,90449923,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02322","*",2,1,2,1,1,1,0.0305343511450382,0.0171585449553878,0,1,33911,39748,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02323","*",4,2,4,2,1,1,0.0305343511450382,0.552486187845304,0,1,18282,18237,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02324","*",7,5,7,5,1,1,0.073909830007391,0.892857142857143,0,1,54755,117707,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02325","*",15,11,20,16,2,4,0.0869187309865276,1.05820105820106,0.232954545454545,2,124375,271362,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02328","*",60,27,95,41,2,2,0.32258064516129,1.17647058823529,0.0631929046563187,1,387811,733612,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02329","*",0,1,0,1,0,1,0,0.0316957210776545,0,1,13333,85373940,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02330","*",2,1,2,1,1,1,0.19047619047619,0.0141964792731403,0,1,114905,184042,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02332","*",27,2,32,2,5,1,0.146627565982405,0.0643500643500644,0,1,34095,37750,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02333","*",3,3,3,3,1,1,0.0183722212015433,0.389105058365759,0,1,47976,71554,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02337","*",2,2,3,2,1,1,0.19047619047619,0.0541418516513265,0,1,117543,204336,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02338","*",1,0,1,0,1,0,0.0286286859433152,0,0,0,147766,58018059,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02339","*",0,2,0,2,0,1,0,0.0269251480883145,0,1,127427,61555374,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02341","*",13,8,13,8,2,2,0.0943396226415094,0.881057268722467,0.0972222222222223,1,50232,145252,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02343","*",2,3,2,3,1,1,0.0424088210347752,1.42857142857143,0,1,158723,388463,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02345","*",2,0,2,0,1,0,0.0676132521974307,0,0,0,32268,38049428,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02346","*",4,2,4,2,1,1,0.102564102564103,0.27027027027027,0,1,22808,170395,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02347","*",4,1,4,1,2,1,0.147819660014782,0.389105058365759,0,1,63544,52225,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02348","*",4,3,4,3,1,1,0.0379218809252939,2.32558139534884,0,1,34617,54179,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02349","*",2,3,2,3,1,1,0.19047619047619,0.36101083032491,0,1,179897,165838,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02351","*",1,2,1,3,1,1,0.0135906496330525,0.421940928270042,0,1,107593,120359,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02352","*",1,0,1,0,1,0,0.0367511944138185,0,0,0,0,31221790,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02353","*",4,10,4,11,1,1,0.0247463499133878,0.980392156862745,0.000000000000000444089209850063,1,694490,685905,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02355","*",3,4,3,4,1,1,0.0443655723158829,0.561797752808989,0,1,364183,437037,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02359","*",4,2,4,2,1,1,0.073909830007391,0.574712643678161,0,1,97137,120846,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02360","*",6,2,6,2,2,1,0.0494926998267756,0.069589422407794,0,1,211307,384799,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02361","*",1,2,1,2,1,2,0.0082904990880451,0.153609831029186,0.166666666666667,1,2692,3746,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02362","*",3,4,3,4,1,1,0.0379218809252939,0.089126559714795,0,1,1830,11141,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02363","*",8,9,8,9,1,1,0.0367511944138185,0.469483568075117,0,1,55435,73873,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02364","*",0,1,0,1,0,1,0,0.581395348837209,0,1,34345,28962437,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02365","*",3,3,3,3,1,1,0.0229673863114377,0.37037037037037,0,1,19013,61098,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02366","*",0,1,0,1,0,1,0,0.204498977505113,0,1,1723,10748509,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02367","*",11,4,14,4,1,1,0.0732600732600733,0.0721500721500721,0,1,26101,55862,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02368","*",0,1,0,1,0,1,0,1.26582278481013,0,1,56674,128178627,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02369","*",0,2,0,2,0,1,0,0.346020761245675,0,1,0,128117392,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02370","*",0,2,0,2,0,1,0,0.150602409638554,0,1,87164,131454720,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02372","*",1,2,1,2,1,1,0.0628535512256442,0.421940928270042,0,1,23888,34019,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02374","*",3,1,3,1,2,1,0.0427715996578272,0.332225913621262,0,1,139399,195606,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02375","*",1,0,1,0,1,0,0.117924528301887,0,0,0,42748,127382821,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02376","*",1,0,1,0,1,0,0.0727802037845706,0,0,0,97011,127177258,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02378","*",3,2,3,2,2,1,0.117096018735363,0.232558139534884,0,1,206912,208451,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02380","*",3,5,3,5,1,1,0.0723589001447178,0.869565217391304,0,1,519426,646155,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02382","*",3,2,4,2,1,1,0.019105846388995,0.510204081632653,0,1,130224,242151,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02383","*",3,5,3,5,1,1,0.024390243902439,1.96078431372549,0,1,249733,469187,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02384","*",28,19,33,27,2,1,0.134952766531714,0.552486187845304,0,1,79156,147185,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02387","*",1,1,1,1,1,1,0.00614703712810425,0.0350017500875044,0,1,5221,10266,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02388","*",1,2,1,2,1,1,0.0252652854977261,0.0364564345607,0,1,168417,302505,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02389","*",1,0,1,0,1,0,0.024390243902439,0,0,0,0,64892875,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02392","*",10,7,13,7,1,1,0.0579374275782155,0.5,0,1,295120,437412,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02393","*",0,2,0,3,0,1,0,0.793650793650794,0,1,112904,127869678,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02395","*",1,0,1,0,1,0,0.17636684303351,0,0,0,5944,49932284,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02397","*",41,11,52,12,2,1,0.17636684303351,0.128369704749679,0,1,108092,138782,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02398","*",28,9,31,10,2,9,0.549450549450549,16.6666666666667,0.41578947368421,1,229959,247265,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02399","*",29,13,41,15,3,4,0.112866817155756,1.5748031496063,0.213333333333333,1,157884,273059,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02400","*",2,0,2,0,1,0,0.0505050505050505,0,0,0,146109,41911691,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02401","*",3,1,3,1,2,3,0.0494926998267756,0.0383877159309021,0,1,16298,5157,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02402","*",0,1,0,1,0,1,0,0.088339222614841,0,1,2529,42612972,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02403","*",0,1,0,1,0,1,0,0.763358778625954,0,1,108940,58202303,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02405","*",2,4,2,4,1,1,0.0135906496330525,0.0353606789250354,0,1,100003,78581,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02407","*",2,1,2,1,1,1,0.0424088210347752,0.0988142292490119,0,1,67040,78981,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02408","*",9,4,10,4,5,3,0.322372662798195,0.304878048780488,0.1875,1,35590,110689,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02411","*",1,0,1,0,1,0,0.0229673863114377,0,0,0,132766,127498501,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02414","*",1,0,1,0,1,0,0.0305343511450382,0,0,0,51504,131594412,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02418","*",0,1,0,1,0,1,0,0.869565217391304,0,1,4381,130046724,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02419","*",1,1,1,1,1,1,0.0305343511450382,0.233100233100233,0,1,12988,25861,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02420","*",2,1,2,1,1,1,0.0082904990880451,0.0733137829912024,0,1,36770,58552,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02421","*",11,9,13,14,2,2,0.128040973111396,0.389105058365759,0.0619047619047617,1,99042,141815,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02422","*",5,6,6,7,1,1,0.0380807311500381,0.448430493273543,0,1,36226,78265,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02423","*",1,3,1,3,1,1,0.00777121541809138,1.92307692307692,0,1,160723,149429,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02424","*",5,4,5,4,1,1,0.0579038795599305,0.264550264550265,0,1,246289,272637,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02425","*",3,0,3,0,1,0,0.0255950857435372,0,0,0,42160,66073227,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02426","*",15,4,20,6,1,1,0.106044538706257,0.342465753424658,0,1,89605,127166,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02427","*",12,7,12,9,2,2,0.727272727272727,0.340136054421769,0.0888888888888886,1,15394,61617,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02428","*",1,3,1,3,1,1,0.0379218809252939,0.763358778625954,0,1,99526,110694,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02429","*",17,14,22,20,1,2,0.0644745325596389,7.14285714285714,0.0452380952380951,1,933159,1165409,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02431","*",5,3,5,4,1,1,0.0397930760047752,0.233100233100233,0,1,116335,138279,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02432","*",1,3,1,3,1,1,0.0247463499133878,0.72992700729927,0,1,120404,154555,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02433","*",1,2,1,2,1,1,0.114810562571757,0.0643500643500644,0,1,161267,214247,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02436","*",0,3,0,3,0,3,0,0.139082058414465,0.266666666666667,1,8214,185115463,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02443","*",0,2,0,2,0,1,0,1.06382978723404,0,1,51860,5233734,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02444","*",2,2,2,3,1,1,0.0732600732600733,0.352112676056338,0,1,240046,417443,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02446","*",18,8,18,10,2,5,0.106044538706257,7.57575757575758,0.257142857142857,1,14693,41727,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02447","*",2,0,2,0,1,0,0.0298507462686567,0,0,0,40737,7144114,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02450","*",1,0,1,0,1,0,0.0234192037470726,0,0,0,184272,42901392,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02453","*",3,2,3,2,1,1,0.0183722212015433,0.0364564345607,0,2,11913,33029,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02458","*",24,15,33,19,3,2,0.151515151515152,1.37931034482759,0.0473684210526315,2,163477,333408,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02459","*",0,2,0,2,0,1,0,1.08695652173913,0,1,134825,114169233,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02461","*",1,1,1,1,1,1,0.0290613193839,0.0197941409342835,0,1,69524,123312,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02462","*",0,2,0,2,0,1,0,1.42857142857143,0,1,0,134532390,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02465","*",5,1,5,1,1,1,0.136798905608755,0.408163265306122,0,1,174719,256502,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02466","*",13,8,15,9,3,1,0.0579038795599305,0.446428571428571,0,1,226290,270205,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02468","*",2,0,2,0,2,0,0.0402010050251256,0,0,0,24092,20151994,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02471","*",3,3,3,4,1,6,0.0183722212015433,1.59574468085106,0.4,3,26322,25588,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02472","*",5,5,6,5,1,1,0.0922509225092251,1.16279069767442,0,1,718002,718855,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02474","*",7,4,7,4,1,1,0.0931098696461825,0.189393939393939,0,1,247915,244921,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02475","*",4,3,4,3,1,1,0.0503018108651912,1,0,1,244327,323161,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02476","*",6,5,6,5,1,1,0.172413793103448,2.08333333333333,0,1,381541,791301,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02478","*",0,1,0,1,0,1,0,0.0325414904002603,0,1,21694,160236023,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02479","*",3,10,3,11,1,1,0.018628912071535,5.88235294117647,0.000000000000000444089209850063,1,664830,868055,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02483","*",1,3,1,3,1,2,0.0858369098712446,0.256410256410256,0.166666666666667,1,111528,155012,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02484","*",7,13,7,14,1,3,0.0871839581517001,5,0.116071428571428,2,831116,1010656,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02485","*",3,3,3,3,1,1,0.0579038795599305,2.27272727272727,0,1,229520,454194,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02488","*",5,2,5,2,2,1,0.0732600732600733,0.318471337579618,0,1,172633,271434,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02490","*",2,1,2,1,1,1,0.0641025641025641,0.256410256410256,0,1,118949,25797,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02492","*",7,0,7,0,1,0,0.0676132521974307,0,0,0,155716,187828358,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02493","*",5,1,5,1,1,1,0.106951871657754,0.0141964792731403,0,1,92967,168786,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02494","*",4,6,4,6,1,1,0.0305343511450382,1.49253731343284,0,1,487561,677932,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02495","*",0,1,0,1,0,1,0,0.24330900243309,0,1,4165,6238102,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02497","*",1,0,1,0,1,0,0.0293255131964809,0,0,0,120268,31331944,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02499","*",1,0,1,0,1,0,0.0246184145741014,0,0,0,1868,73530402,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02500","*",3,2,3,2,1,1,0.0640204865556978,0.543478260869565,0,2,251480,249808,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02501","*",4,0,4,0,1,0,0.0640204865556978,0,0,0,155735,31714557,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02502","*",2,0,2,0,1,0,0.0397930760047752,0,0,0,43677,119960553,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02505","*",7,7,8,8,1,1,0.17636684303351,0.404858299595142,0,1,136680,316238,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02506","*",7,4,7,4,1,2,0.137362637362637,0.294985250737463,0.15,1,219014,407944,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02508","*",7,6,7,7,2,1,0.0858369098712446,0.980392156862745,0,1,432488,511506,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02509","*",7,2,8,2,1,1,0.0505050505050505,0.598802395209581,0,1,209945,249845,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02511","*",9,5,10,6,3,2,0.0732600732600733,0.364963503649635,0.119047619047619,1,322984,891761,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02513","*",1,5,1,5,1,2,0.0558347292015634,0.166666666666667,0.133333333333334,1,90552,105562,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02516","*",6,4,6,4,3,5,0.0916030534351145,0.142045454545455,0.375,1,243782,287323,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02517","*",1,1,1,1,1,1,0.0305343511450382,0.217864923747277,0,1,16305,21409,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02518","*",9,8,10,8,1,1,0.0409668168783286,0.431034482758621,0,1,501543,566959,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02520","*",4,0,4,0,2,0,0.0628535512256442,0,0,0,3338,37507454,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02523","*",2,1,2,1,1,1,0.0376506024096386,0.0353606789250354,0,1,183502,167322,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02525","*",0,2,0,2,0,1,0,0.740740740740741,0,1,8760,3192746,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02526","*",1,1,1,1,1,1,0.0247463499133878,0.256410256410256,0,1,10219,4044,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02527","*",6,1,6,1,1,1,0.0363636363636364,0.0353606789250354,0,1,66454,77833,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02528","*",29,14,41,20,1,2,0.0499251123315027,0.943396226415094,0.081818181818182,1,64077,95484,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02529","*",1,4,1,4,1,1,0.136798905608755,1.61290322580645,0,1,141298,132448,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02530","*",0,3,0,3,0,1,0,0.892857142857143,0,1,104365,12614880,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02532","*",1,0,1,0,1,0,0.024390243902439,0,0,0,4325,106713125,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02533","*",2,1,2,1,1,1,0.0268889486421081,0.0208159866777685,0,1,70586,91763,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02534","*",4,3,4,3,1,1,0.0427715996578272,0.684931506849315,0,1,644257,383041,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02535","*",10,4,10,4,1,1,0.0485908649173955,0.126103404791929,0,1,304091,340355,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02537","*",1,1,1,1,1,1,0.00614703712810425,0.0288350634371396,0,1,22678,6356,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02539","*",4,7,5,7,1,2,0.0324675324675325,0.689655172413793,0.107142857142857,3,28206,61533,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02540","*",5,2,5,2,1,1,0.0302571860816944,0.139082058414465,0,1,389331,645801,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02541","*",5,6,5,7,1,1,0.106951871657754,0.617283950617284,0,1,95980,204691,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02542","*",2,4,2,4,1,1,0.0380807311500381,0.819672131147541,0,1,20062,232609,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02545","*",1,0,1,0,1,0,0.0234192037470726,0,0,0,0,13868134,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02546","*",2,21,1,8,1,3,0.253164556962025,33.3333333333333,0.156565656565657,3,483485,560345,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02547","*",1,0,1,0,1,0,0.0225682690137666,0,0,0,0,12034797,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02548","*",2,1,2,1,1,1,0.0295508274231678,1.5625,0,1,0,2840,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02549","*",3,1,3,1,1,1,0.0579038795599305,0.028137310073157,0,1,141605,298127,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02550","*",3,6,3,6,1,2,0.0544365813826892,0.869565217391304,0.119047619047619,1,183361,246471,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02551","*",1,0,1,0,1,0,0.0505050505050505,0,0,0,0,130857370,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02552","*",31,17,43,23,2,3,0.161290322580645,2.4390243902439,0.107023411371237,1,131429,219227,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02554","*",1,2,1,2,1,1,0.0290613193839,0.448430493273543,0,1,150926,130474,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02556","*",1,4,1,4,1,1,0.0338180588434224,0.29585798816568,0,1,6535,10262,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02558","*",1,1,1,1,1,1,0.0137494843943352,0.684931506849315,0,1,0,25166,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02560","*",1,2,1,2,1,1,0.0302571860816944,0.0643500643500644,0,1,1946,555,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02561","*",8,4,10,4,1,1,0.07627765064836,0.408163265306122,0,1,40115,41671,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02562","*",1,3,1,3,1,1,0.0183722212015433,0.346020761245675,0,1,117720,129675,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02563","*",5,2,5,2,1,1,0.0627352572145546,2.63157894736842,0,1,93946,57795,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02565","*",0,1,0,1,0,1,0,0.29585798816568,0,1,33638,57204833,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02567","*",0,1,0,1,0,1,0,0.226757369614512,0,1,8560,76749562,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02568","*",4,3,4,3,1,1,0.0822368421052631,0.763358778625954,0,1,30769,75217,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02569","*",84,34,312,87,5,6,0.344827586206897,1.98019801980198,0.175076608784476,2,10991,25076,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02570","*",35,6,49,7,3,1,0.111234705228031,0.25062656641604,0,1,15284,28336,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02571","*",28,15,49,16,3,4,0.111234705228031,1.70212765957447,0.234375,1,20010,37995,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02572","*",1,3,1,3,1,1,0.0193610842207164,0.578034682080925,0,1,287376,188308,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02573","*",13,8,13,8,3,6,0.22883295194508,2.56410256410256,0.390625,2,234978,387681,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02574","*",4,4,4,4,1,1,0.0931098696461825,0.0430663221360896,0,1,12178,6516,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02578","*",7,4,7,4,1,1,0.149925037481259,3.84615384615385,0,1,460786,721522,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02580","*",9,3,9,3,2,2,0.0511901714870745,0.662251655629139,0.166666666666667,1,49725,82396,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02582","*",5,4,5,4,2,1,0.0408830744071954,0.757575757575758,0,1,333130,346110,1,FALSE,FALSE,FALSE,FALSE,NA
"LINC02583","*",3,2,3,2,1,1,0.0252652854977261,0.45662100456621,0,1,9679,27698,1,FALSE,FALSE,FALSE,FALSE,NA
"LINCMD1","-",1,0,1,0,1,0,0.0286286859433152,0,0,0,8346,52159370,1,FALSE,FALSE,FALSE,FALSE,NA
"LINCR-0001","+",0,2,0,2,0,1,0,1.81818181818182,0,1,20569,10502544,1,FALSE,FALSE,FALSE,FALSE,NA
"LINCR-0002","+",2,4,2,5,1,1,0.114810562571757,0.268096514745308,0,1,252038,428129,0.142857142857143,FALSE,FALSE,FALSE,FALSE,NA
"LINCR-0003","+",2,0,2,0,1,0,0.07627765064836,0,0,0,35018,57537495,1,FALSE,FALSE,FALSE,FALSE,NA
"LINGO1","-",2,2,2,2,1,1,0.253164556962025,0.0345184673800483,0,1,26078,158127,1,FALSE,FALSE,FALSE,FALSE,NA
"LINGO2","-",13,14,14,19,1,4,0.0871839581517001,0.641025641025641,0.160183066361556,2,502648,1952846,1,FALSE,FALSE,TRUE,FALSE,NA
"LINGO3","-",2,4,2,4,1,1,0.0674763832658569,0.598802395209581,0,1,3130,19027,1,FALSE,FALSE,FALSE,FALSE,NA
"LINP1","+",1,2,1,2,1,1,0.0128749839062701,0.352112676056338,0,1,45927,34708,1,FALSE,FALSE,FALSE,FALSE,NA
"LINS1","-",11,10,16,11,2,2,0.383141762452107,0.234192037470726,0.155844155844156,2,4704,35326,1,FALSE,FALSE,TRUE,FALSE,NA
"LIPA","-",6,3,7,3,1,2,0.0400641025641026,2,0.166666666666667,1,0,29387,0.475,FALSE,FALSE,TRUE,FALSE,NA
"LIPC","+",12,11,13,14,6,1,0.301507537688442,0.436681222707424,0,1,115673,248160,0.706390272356082,FALSE,FALSE,TRUE,FALSE,NA
"LIPE-AS1","+",52,24,85,33,3,2,0.136986301369863,0.847457627118644,0.0739268680445146,1,0,217432,0.0257286175331025,FALSE,TRUE,TRUE,FALSE,NA
